path,title,title_length,description,desc_length,h1,multiple_h1,h2_count,word_count,lang,canonical,hreflang,has_viewport,charset,has_robots_meta,has_og_tags,has_twitter_cards,has_schema,has_favicon,internal_links,external_links,broken_links,images,missing_alt_images,poor_alt_images,broken_images,has_language_switcher,keyword_densities,has_https,has_structured_data_errors,content_size_kb,missing_image_dimensions,has_lazy_loading
about/about-states/about-goias.html,About Goiás | Immigrate to Brazil,33,"Overview of Goiás for newcomers, with planning tips and immigration resources.",78,Everything About Goiás,False,44,1569,en,https://www.immigratetobrazil.com/about/about-states/about-goias,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,45.33,14,True
about/about-states/about-mato-grosso-do-sul.html,About Mato Grosso do Sul | Immigrate to Brazil,46,"Overview of Mato Grosso do Sul for newcomers, with planning tips and immigration resources.",91,Everything About Mato Grosso do Sul,False,44,1672,en,https://www.immigratetobrazil.com/about/about-states/about-mato-grosso-do-sul,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,46.46,14,True
about/about-states/about-minas-gerais.html,About Minas Gerais | Immigrate to Brazil,40,"Overview of Minas Gerais for newcomers, with planning tips and immigration resources.",85,Everything About Minas Gerais,False,44,1622,en,https://www.immigratetobrazil.com/about/about-states/about-minas-gerais,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,46.07,14,True
about/about-states/about-maranhao.html,About Maranhão | Immigrate to Brazil,36,"Overview of Maranhão for newcomers, with planning tips and immigration resources.",81,Everything About Maranhão,False,44,1588,en,https://www.immigratetobrazil.com/about/about-states/about-maranhao,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,45.61,14,True
about/about-states/about-rio-grande-do-norte.html,About Rio Grande do Norte | Immigrate to Brazil,47,"Overview of Rio Grande do Norte for newcomers, with planning tips and immigration resources.",92,Everything About Rio Grande do Norte,False,44,1663,en,https://www.immigratetobrazil.com/about/about-states/about-rio-grande-do-norte,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,46.48,14,True
about/about-states/about-rondonia.html,About Rondônia | Immigrate to Brazil,36,"Overview of Rondônia for newcomers, with planning tips and immigration resources.",81,Rondônia,False,26,505,en,https://www.immigratetobrazil.com/about/about-states/about-rondonia,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,25.26,14,True
about/about-states/about-piaui.html,About Piauí | Immigrate to Brazil,33,"Overview of Piauí for newcomers, with planning tips and immigration resources.",78,Everything About Piauí,False,44,1567,en,https://www.immigratetobrazil.com/about/about-states/about-piaui,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,45.21,14,True
about/about-states/about-sao-paulo.html,About São Paulo | Immigrate to Brazil,37,"Overview of São Paulo for newcomers, with planning tips and immigration resources.",82,Everything About São Paulo,False,44,1615,en,https://www.immigratetobrazil.com/about/about-states/about-sao-paulo,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,43.2,14,True
about/about-states/about-bahia.html,About Bahia | Immigrate to Brazil,33,"Overview of Bahia for newcomers, with planning tips and immigration resources.",78,Everything About Bahia,False,44,1600,en,https://www.immigratetobrazil.com/about/about-states/about-bahia,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,43.0,14,True
about/about-states/about-amapa.html,About Amapá | Immigrate to Brazil,33,"Overview of Amapá for newcomers, with planning tips and immigration resources.",78,Everything About Amapá,False,44,1598,en,https://www.immigratetobrazil.com/about/about-states/about-amapa,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,42.82,14,True
about/about-states/about-rio-de-janeiro.html,About Rio de Janeiro | Immigrate to Brazil,42,"Overview of Rio de Janeiro for newcomers, with planning tips and immigration resources.",87,Everything About Rio de Janeiro,False,44,1665,en,https://www.immigratetobrazil.com/about/about-states/about-rio-de-janeiro,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,46.26,14,True
about/about-states/about-sergipe.html,About Sergipe | Immigrate to Brazil,35,"Overview of Sergipe for newcomers, with planning tips and immigration resources.",80,Everything About Sergipe,False,44,1544,en,https://www.immigratetobrazil.com/about/about-states/about-sergipe,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,45.19,14,True
about/about-states/about-tocantins.html,About Tocantins | Immigrate to Brazil,37,"Overview of Tocantins for newcomers, with planning tips and immigration resources.",82,Everything About Tocantins,False,44,1544,en,https://www.immigratetobrazil.com/about/about-states/about-tocantins,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,45.42,14,True
about/about-states/about-amazonas.html,About Amazonas | Immigrate to Brazil,36,"Overview of Amazonas for newcomers, with planning tips and immigration resources.",81,Everything About Amazonas,False,44,1601,en,https://www.immigratetobrazil.com/about/about-states/about-amazonas,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,43.17,14,True
about/about-states/about-mato-grosso.html,About Mato Grosso | Immigrate to Brazil,39,"Overview of Mato Grosso for newcomers, with planning tips and immigration resources.",84,Everything About Mato Grosso,False,44,1581,en,https://www.immigratetobrazil.com/about/about-states/about-mato-grosso,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,45.64,14,True
about/about-states/about-parana.html,About Paraná | Immigrate to Brazil,34,"Overview of Paraná for newcomers, with planning tips and immigration resources.",79,Everything About Paraná,False,44,1567,en,https://www.immigratetobrazil.com/about/about-states/about-parana,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,45.34,14,True
about/about-states/about-pernambuco.html,About Pernambuco | Immigrate to Brazil,38,"Overview of Pernambuco for newcomers, with planning tips and immigration resources.",83,Everything About Pernambuco,False,44,1560,en,https://www.immigratetobrazil.com/about/about-states/about-pernambuco,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,45.62,14,True
about/about-states/about-roraima.html,About Roraima | Immigrate to Brazil,35,"Overview of Roraima for newcomers, with planning tips and immigration resources.",80,Everything About Roraima,False,44,1545,en,https://www.immigratetobrazil.com/about/about-states/about-roraima,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,45.14,14,True
about/about-states/about-paraiba.html,About Paraíba | Immigrate to Brazil,35,"Overview of Paraíba for newcomers, with planning tips and immigration resources.",80,Everything About Paraíba,False,44,1556,en,https://www.immigratetobrazil.com/about/about-states/about-paraiba,"en,es,pt",True,utf-8,True,True,True,True,True,17,5,,14,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,45.35,14,True
about/about-us/index.html,About Us | Immigrate to Brazil,30,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,About Immigrate to Brazil,False,11,652,en,https://www.immigratetobrazil.com/about/about-us/,"en,es,pt",True,utf-8,True,True,True,True,True,7,4,,12,0,0,,True,"{""immigrate to brazil"": 0.15, ""brazil visa"": 0.0, ""brazil immigration"": 0.15}",True,True,23.85,12,True
about/about-us/10-reasons-choose-us/index.html,10 Reasons to Choose Us for Your Immigration to Brazil | Immigrate to Brazil,76,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,10 Reasons to Choose Us,False,6,277,en,https://www.immigratetobrazil.com/about/about-us/10-reasons-choose-us/,"en,es,pt",True,utf-8,True,True,True,True,True,8,16,,7,0,1,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,19.68,7,True
about/about-us/10-success-stories/index.html,10 Real Client Success Stories: Immigration to Brazil | Immigrate to Brazil,75,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Client Success Stories,False,5,281,en,https://www.immigratetobrazil.com/about/about-us/10-success-stories/,"en,es,pt",True,utf-8,True,True,True,True,True,7,16,,6,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,18.89,6,True
about/about-us/how-it-works/index.html,How Immigration to Brazil Works: Step-by-Step Process | Immigrate to Brazil,75,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,How Immigration to Brazil Works,False,5,210,en,https://www.immigratetobrazil.com/about/about-us/how-it-works/,"en,es,pt",True,utf-8,True,True,True,True,True,7,16,,6,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,18.2,6,True
about/about-us/years-experience/index.html,Years of Experience in Brazilian Immigration Law | Immigrate to Brazil,70,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Experience That Matters,False,5,154,en,https://www.immigratetobrazil.com/about/about-us/years-experience/,"en,es,pt",True,utf-8,True,True,True,True,True,7,16,,6,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,17.52,6,True
about/about-us/legal-compliance-standards/index.html,"Legal Compliance, Transparency, and Professional Standards | Immigrate to Brazil",80,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Legal Compliance & Standards,False,5,129,en,https://www.immigratetobrazil.com/about/about-us/legal-compliance-standards/,"en,es,pt",True,utf-8,True,True,True,True,True,7,16,,6,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,17.66,6,True
about/about-us/10-reasons-not-alone/index.html,10 Reasons Not to Immigrate to Brazil on Your Own | Immigrate to Brazil,71,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Why Not Go Alone,False,4,187,en,https://www.immigratetobrazil.com/about/about-us/10-reasons-not-alone/,"en,es,pt",True,utf-8,True,True,True,True,True,7,16,,5,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,17.82,5,True
about/about-us/10-experts/index.html,10 Multidisciplinary Experts Behind Your Immigration Success | Immigrate to Brazil,82,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Meet the Experts,False,4,196,en,https://www.immigratetobrazil.com/about/about-us/10-experts/,"en,es,pt",True,utf-8,True,True,True,True,True,7,16,,5,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,17.93,5,True
about/about-us/common-mistakes/index.html,Common Immigration Mistakes That Delay or Deny Visas | Immigrate to Brazil,74,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Common Mistakes,False,4,109,en,https://www.immigratetobrazil.com/about/about-us/common-mistakes/,"en,es,pt",True,utf-8,True,True,True,True,True,7,16,,5,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,16.77,5,True
about/about-us/10-press-mentions/index.html,10 Press Mentions Featuring Our Brazil Immigration Work | Immigrate to Brazil,77,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Press Mentions,False,4,194,en,https://www.immigratetobrazil.com/about/about-us/10-press-mentions/,"en,es,pt",True,utf-8,True,True,True,True,True,7,16,,5,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,18.02,5,True
about/about-us/mission/index.html,Redirecting…,12,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Redirecting…,False,0,4,en,https://www.immigratetobrazil.com/about/about-us/mission/,"en,es,pt",True,utf-8,True,True,True,True,True,6,4,,1,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,14.25,1,True
about/about-us/trusted-worldwide/index.html,Trusted by Clients Worldwide Seeking Residency in Brazil | Immigrate to Brazil,78,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Trusted Worldwide,False,4,94,en,https://www.immigratetobrazil.com/about/about-us/trusted-worldwide/,"en,es,pt",True,utf-8,True,True,True,True,True,7,16,,5,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,16.65,5,True
about/about-us/10-awards/index.html,10 Awards That Recognize Our Excellence in Brazil Immigration | Immigrate to Brazil,83,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Recognition & Awards,False,5,284,en,https://www.immigratetobrazil.com/about/about-us/10-awards/,"en,es,pt",True,utf-8,True,True,True,True,True,7,16,,6,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,18.8,6,True
about/about-us/immigration-done-right/index.html,About Us – Immigration to Brazil Done Right | Immigrate to Brazil,65,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Immigration to Brazil Done Right,True,10,18127,en,https://www.immigratetobrazil.com/about/about-us/immigration-done-right/,"en,es,pt",True,utf-8,True,True,True,True,True,9,4,,11,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,False,187.09,11,True
about/about-brazil/cost-of-living-in-brazil/index.html,Cost of Living - Immigrate to Brazil,36,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Cost of Living in Brazil,False,6,549,en,https://www.immigratetobrazil.com/about/about-brazil/cost-of-living-in-brazil/,"en,es,pt",True,utf-8,True,True,True,True,True,7,4,,7,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,25.67,7,True
about/about-brazil/food/ceara/index.html,Ceará (CE) – Traditional Food & Local Dishes Guide | Immigrate to Brazil,72,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Ceará (CE) – Traditional Food & Local Dishes Guide,False,30,770,en,https://www.immigratetobrazil.com/about/about-brazil/food/ceara/,"en,es,pt",True,utf-8,True,True,True,True,True,6,7,,50,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,32.46,50,True
about/about-brazil/food/mato-grosso-do-sul/index.html,Mato Grosso do Sul (MS) – Traditional Food & Local Dishes Guide | Immigrate to Brazil,85,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Mato Grosso do Sul (MS) – Traditional Food & Local Dishes Guide,False,30,786,en,https://www.immigratetobrazil.com/about/about-brazil/food/mato-grosso-do-sul/,"en,es,pt",True,utf-8,True,True,True,True,True,6,7,,50,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,33.16,50,True
about/about-brazil/food/roraima/index.html,Roraima (RR) – Traditional Food & Local Dishes Guide | Immigrate to Brazil,74,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Roraima (RR) – Traditional Food & Local Dishes Guide,False,30,758,en,https://www.immigratetobrazil.com/about/about-brazil/food/roraima/,"en,es,pt",True,utf-8,True,True,True,True,True,6,7,,50,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,32.28,50,True
about/about-us/mission-values-ethics/index.html,"Our Mission, Values, and Ethical Commitment | Immigrate to Brazil",65,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,"Our Mission, Values, and Ethical Commitment",False,8,17347,en,https://www.immigratetobrazil.com/about/about-us/mission-values-ethics/,"en,es,pt",True,utf-8,True,True,True,True,True,7,4,,8,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,False,177.93,8,True
about/about-brazil/food/rondonia/index.html,Rondônia (RO) – Traditional Food & Local Dishes Guide | Immigrate to Brazil,75,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Rondônia (RO) – Traditional Food & Local Dishes Guide,False,30,774,en,https://www.immigratetobrazil.com/about/about-brazil/food/rondonia/,"en,es,pt",True,utf-8,True,True,True,True,True,6,7,,50,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,32.79,50,True
about/about-brazil/food/bahia/index.html,Bahia (BA) – Traditional Food & Local Dishes Guide | Immigrate to Brazil,72,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Bahia (BA) – Traditional Food & Local Dishes Guide,False,30,787,en,https://www.immigratetobrazil.com/about/about-brazil/food/bahia/,"en,es,pt",True,utf-8,True,True,True,True,True,6,7,,50,0,1,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,32.72,50,True
about/about-brazil/food/sergipe/index.html,Sergipe (SE) – Traditional Food & Local Dishes Guide | Immigrate to Brazil,74,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Sergipe (SE) – Traditional Food & Local Dishes Guide,False,30,744,en,https://www.immigratetobrazil.com/about/about-brazil/food/sergipe/,"en,es,pt",True,utf-8,True,True,True,True,True,6,7,,50,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,32.12,50,True
about/about-brazil/food/para/index.html,Pará (PA) – Traditional Food & Local Dishes Guide | Immigrate to Brazil,71,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Pará (PA) – Traditional Food & Local Dishes Guide,False,30,766,en,https://www.immigratetobrazil.com/about/about-brazil/food/para/,"en,es,pt",True,utf-8,True,True,True,True,True,6,7,,50,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,32.11,50,True
about/about-brazil/food/distrito-federal/index.html,Distrito Federal (DF) – Traditional Food & Local Dishes Guide | Immigrate to Brazil,83,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Distrito Federal (DF) – Traditional Food & Local Dishes Guide,False,30,766,en,https://www.immigratetobrazil.com/about/about-brazil/food/distrito-federal/,"en,es,pt",True,utf-8,True,True,True,True,True,6,7,,50,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,32.99,50,True
about/about-brazil/food/goias/index.html,Goiás (GO) – Traditional Food & Local Dishes Guide | Immigrate to Brazil,72,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Goiás (GO) – Traditional Food & Local Dishes Guide,False,30,795,en,https://www.immigratetobrazil.com/about/about-brazil/food/goias/,"en,es,pt",True,utf-8,True,True,True,True,True,6,7,,50,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,32.39,50,True
about/about-brazil/food/paraiba/index.html,Paraíba (PB) – Traditional Food & Local Dishes Guide | Immigrate to Brazil,74,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Paraíba (PB) – Traditional Food & Local Dishes Guide,False,30,767,en,https://www.immigratetobrazil.com/about/about-brazil/food/paraiba/,"en,es,pt",True,utf-8,True,True,True,True,True,6,7,,50,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,32.24,50,True
about/about-brazil/food/rio-de-janeiro/index.html,Rio de Janeiro (RJ) – Traditional Food & Local Dishes Guide | Immigrate to Brazil,81,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Rio de Janeiro (RJ) – Traditional Food & Local Dishes Guide,False,30,779,en,https://www.immigratetobrazil.com/about/about-brazil/food/rio-de-janeiro/,"en,es,pt",True,utf-8,True,True,True,True,True,6,7,,50,0,1,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,33.28,50,True
about/about-brazil/food/piaui/index.html,Piauí (PI) – Traditional Food & Local Dishes Guide | Immigrate to Brazil,72,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Piauí (PI) – Traditional Food & Local Dishes Guide,False,30,775,en,https://www.immigratetobrazil.com/about/about-brazil/food/piaui/,"en,es,pt",True,utf-8,True,True,True,True,True,6,7,,50,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,32.29,50,True
about/about-brazil/food/maranhao/index.html,Maranhão (MA) – Traditional Food & Local Dishes Guide | Immigrate to Brazil,75,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Maranhão (MA) – Traditional Food & Local Dishes Guide,False,30,778,en,https://www.immigratetobrazil.com/about/about-brazil/food/maranhao/,"en,es,pt",True,utf-8,True,True,True,True,True,6,7,,50,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,32.64,50,True
about/about-brazil/food/mato-grosso/index.html,Mato Grosso (MT) – Traditional Food & Local Dishes Guide | Immigrate to Brazil,78,"Immigration guidance, visas, residency, and relocation support for Brazil.",74,Mato Grosso (MT) – Traditional Food & Local Dishes Guide,False,30,785,en,https://www.immigratetobrazil.com/about/about-brazil/food/mato-grosso/,"en,es,pt",True,utf-8,True,True,True,True,True,6,7,,50,0,0,,True,"{""immigrate to brazil"": 0.0, ""brazil visa"": 0.0, ""brazil immigration"": 0.0}",True,True,32.67,50,True
