url,page_file,status,action,priority,metadata,schema,factual_review,deployment
https://immigratetobrazil.com/brazil/quality/,pages/0072-brazil--quality.md,DRAFT — editorial review required,OPTIMIZE,P2,metadata/0072-brazil--quality.html,schema/0072-brazil--quality.json,CHECK EXISTING CLAIMS,NOT APPLIED
https://immigratetobrazil.com/brazil/safety/,pages/0073-brazil--safety.md,DRAFT — editorial review required,OPTIMIZE,P2,metadata/0073-brazil--safety.html,schema/0073-brazil--safety.json,CHECK EXISTING CLAIMS,NOT APPLIED
https://immigratetobrazil.com/brazil/search/,pages/0074-brazil--search.md,UTILITY — preserve noindex,NOINDEX,P3,metadata/0074-brazil--search.html,schema/0074-brazil--search.json,CHECK EXISTING CLAIMS,NOT APPLIED
https://immigratetobrazil.com/brazil/south/,pages/0075-brazil--south.md,DRAFT — editorial review required,OPTIMIZE,P2,metadata/0075-brazil--south.html,schema/0075-brazil--south.json,CHECK EXISTING CLAIMS,NOT APPLIED
https://immigratetobrazil.com/brazil/southeast/,pages/0076-brazil--southeast.md,DRAFT — editorial review required,OPTIMIZE,P2,metadata/0076-brazil--southeast.html,schema/0076-brazil--southeast.json,CHECK EXISTING CLAIMS,NOT APPLIED
https://immigratetobrazil.com/brazil/states/,pages/0077-brazil--states.md,DRAFT — editorial review required,OPTIMIZE,P2,metadata/0077-brazil--states.html,schema/0077-brazil--states.json,CHECK EXISTING CLAIMS,NOT APPLIED
https://immigratetobrazil.com/client-feedback/,pages/0078-client-feedback.md,UTILITY — preserve noindex,NOINDEX,P3,metadata/0078-client-feedback.html,schema/0078-client-feedback.json,CHECK EXISTING CLAIMS,NOT APPLIED
https://immigratetobrazil.com/contact/,pages/0079-contact.md,DRAFT — editorial review required,OPTIMIZE,P2,metadata/0079-contact.html,schema/0079-contact.json,CHECK EXISTING CLAIMS,NOT APPLIED
https://immigratetobrazil.com/countries/,pages/0080-countries.md,DRAFT — editorial review required,OPTIMIZE,P2,metadata/0080-countries.html,schema/0080-countries.json,CHECK EXISTING CLAIMS,NOT APPLIED
https://immigratetobrazil.com/countries/afghanistan/,pages/0081-countries--afghanistan.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0081-countries--afghanistan.html,schema/0081-countries--afghanistan.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/albania/,pages/0082-countries--albania.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0082-countries--albania.html,schema/0082-countries--albania.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/algeria/,pages/0083-countries--algeria.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0083-countries--algeria.html,schema/0083-countries--algeria.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/andorra/,pages/0084-countries--andorra.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0084-countries--andorra.html,schema/0084-countries--andorra.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/angola/,pages/0085-countries--angola.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0085-countries--angola.html,schema/0085-countries--angola.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/antigua-and-barbuda/,pages/0086-countries--antigua-and-barbuda.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0086-countries--antigua-and-barbuda.html,schema/0086-countries--antigua-and-barbuda.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/argentina/,pages/0087-countries--argentina.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0087-countries--argentina.html,schema/0087-countries--argentina.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/armenia/,pages/0088-countries--armenia.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0088-countries--armenia.html,schema/0088-countries--armenia.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/australia/,pages/0089-countries--australia.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0089-countries--australia.html,schema/0089-countries--australia.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/austria/,pages/0090-countries--austria.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0090-countries--austria.html,schema/0090-countries--austria.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/azerbaijan/,pages/0091-countries--azerbaijan.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0091-countries--azerbaijan.html,schema/0091-countries--azerbaijan.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/bahamas/,pages/0092-countries--bahamas.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0092-countries--bahamas.html,schema/0092-countries--bahamas.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/bahrain/,pages/0093-countries--bahrain.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0093-countries--bahrain.html,schema/0093-countries--bahrain.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/bangladesh/,pages/0094-countries--bangladesh.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0094-countries--bangladesh.html,schema/0094-countries--bangladesh.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/barbados/,pages/0095-countries--barbados.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0095-countries--barbados.html,schema/0095-countries--barbados.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/belarus/,pages/0096-countries--belarus.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0096-countries--belarus.html,schema/0096-countries--belarus.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/belgium/,pages/0097-countries--belgium.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0097-countries--belgium.html,schema/0097-countries--belgium.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/belize/,pages/0098-countries--belize.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0098-countries--belize.html,schema/0098-countries--belize.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/benin/,pages/0099-countries--benin.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0099-countries--benin.html,schema/0099-countries--benin.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/bhutan/,pages/0100-countries--bhutan.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0100-countries--bhutan.html,schema/0100-countries--bhutan.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/bolivia/,pages/0101-countries--bolivia.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0101-countries--bolivia.html,schema/0101-countries--bolivia.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/bosnia-and-herzegovina/,pages/0102-countries--bosnia-and-herzegovina.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0102-countries--bosnia-and-herzegovina.html,schema/0102-countries--bosnia-and-herzegovina.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/botswana/,pages/0103-countries--botswana.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0103-countries--botswana.html,schema/0103-countries--botswana.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/brazil/,pages/0104-countries--brazil.md,CONSOLIDATION REVIEW REQUIRED,INVESTIGATE FURTHER,P2,metadata/0104-countries--brazil.html,schema/0104-countries--brazil.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/brunei/,pages/0105-countries--brunei.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0105-countries--brunei.html,schema/0105-countries--brunei.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/bulgaria/,pages/0106-countries--bulgaria.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0106-countries--bulgaria.html,schema/0106-countries--bulgaria.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/burkina-faso/,pages/0107-countries--burkina-faso.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0107-countries--burkina-faso.html,schema/0107-countries--burkina-faso.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/burundi/,pages/0108-countries--burundi.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0108-countries--burundi.html,schema/0108-countries--burundi.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/cabo-verde/,pages/0109-countries--cabo-verde.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0109-countries--cabo-verde.html,schema/0109-countries--cabo-verde.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/cambodia/,pages/0110-countries--cambodia.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0110-countries--cambodia.html,schema/0110-countries--cambodia.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/cameroon/,pages/0111-countries--cameroon.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0111-countries--cameroon.html,schema/0111-countries--cameroon.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/canada/,pages/0112-countries--canada.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0112-countries--canada.html,schema/0112-countries--canada.json,REQUIRED,NOT APPLIED
https://immigratetobrazil.com/countries/central-african-republic/,pages/0113-countries--central-african-republic.md,COUNTRY EVIDENCE REQUIRED — conditional editorial draft,EXPAND,P2,metadata/0113-countries--central-african-republic.html,schema/0113-countries--central-african-republic.json,REQUIRED,NOT APPLIED
